B.E.	wide/2:CPS		B.E.	O 1s/5:CPS		B.E.	C 1s/6:CPS		
2.472000e+002	1.080000e+003								
2.462000e+002	9.900000e+002								
2.452000e+002	1.150000e+003								
2.442000e+002	1.080000e+003								
2.432000e+002	9.700000e+002								
2.422000e+002	1.090000e+003								
2.412000e+002	9.400000e+002								
2.402000e+002	9.300000e+002								
2.392000e+002	9.300000e+002								
2.382000e+002	9.900000e+002								
2.372000e+002	9.700000e+002								
2.362000e+002	9.800000e+002								
2.352000e+002	1.120000e+003								
2.342000e+002	1.640000e+003								
2.332000e+002	2.260000e+003								
2.322000e+002	2.580000e+003								
2.312000e+002	1.890000e+003								
2.302000e+002	1.250000e+003								
2.292000e+002	1.110000e+003								
2.282000e+002	1.040000e+003								
2.272000e+002	8.000000e+002								
2.262000e+002	9.200000e+002								
2.252000e+002	8.200000e+002								
2.242000e+002	9.300000e+002								
2.232000e+002	1.020000e+003								
2.222000e+002	1.050000e+003								
2.212000e+002	8.200000e+002								
2.202000e+002	9.500000e+002								
2.192000e+002	9.000000e+002								
2.182000e+002	9.000000e+002								
2.172000e+002	8.000000e+002								
2.162000e+002	9.000000e+002								
2.152000e+002	8.400000e+002								
2.142000e+002	7.400000e+002								
2.132000e+002	7.800000e+002								
2.122000e+002	8.500000e+002								
2.112000e+002	9.600000e+002								
2.102000e+002	7.800000e+002								
2.092000e+002	7.200000e+002								
2.082000e+002	9.600000e+002								
2.072000e+002	9.000000e+002								
2.062000e+002	9.200000e+002								
2.052000e+002	1.010000e+003								
2.042000e+002	8.700000e+002								
2.032000e+002	9.900000e+002								
2.022000e+002	9.300000e+002								
2.012000e+002	1.020000e+003								
2.002000e+002	1.040000e+003								
1.992000e+002	1.060000e+003								
1.982000e+002	9.500000e+002								
1.972000e+002	9.100000e+002								
1.962000e+002	8.700000e+002								
1.952000e+002	8.800000e+002								
1.942000e+002	8.300000e+002								
1.932000e+002	9.100000e+002								
1.922000e+002	9.400000e+002								
1.912000e+002	1.060000e+003								
1.902000e+002	1.040000e+003								
1.892000e+002	9.900000e+002								
1.882000e+002	7.600000e+002								
1.872000e+002	8.700000e+002								
1.862000e+002	8.200000e+002								
1.852000e+002	9.100000e+002								
1.842000e+002	7.800000e+002								
1.832000e+002	7.200000e+002								
1.822000e+002	7.500000e+002								
1.812000e+002	7.000000e+002								
1.802000e+002	8.600000e+002								
1.792000e+002	8.500000e+002								
1.782000e+002	6.300000e+002								
1.772000e+002	6.300000e+002								
1.762000e+002	6.400000e+002								
1.752000e+002	6.400000e+002								
1.742000e+002	7.400000e+002								
1.732000e+002	7.800000e+002								
1.722000e+002	6.500000e+002								
1.712000e+002	9.800000e+002								
1.702000e+002	1.910000e+003								
1.692000e+002	3.040000e+003								
1.682000e+002	3.240000e+003								
1.672000e+002	1.680000e+003								
1.662000e+002	7.900000e+002								
1.652000e+002	6.700000e+002								
1.642000e+002	5.200000e+002								
1.632000e+002	4.900000e+002								
1.622000e+002	5.100000e+002								
1.612000e+002	4.900000e+002								
1.602000e+002	4.700000e+002								
1.592000e+002	6.000000e+002								
1.582000e+002	5.400000e+002								
1.572000e+002	5.300000e+002								
1.562000e+002	6.000000e+002								
1.552000e+002	5.500000e+002								
1.542000e+002	6.400000e+002								
1.532000e+002	7.100000e+002								
1.522000e+002	6.800000e+002								
1.512000e+002	6.300000e+002								
1.502000e+002	5.200000e+002								
1.492000e+002	5.500000e+002								
1.482000e+002	4.900000e+002								
1.472000e+002	4.600000e+002								
1.462000e+002	5.300000e+002								
1.452000e+002	4.900000e+002								
1.442000e+002	4.100000e+002								
1.432000e+002	4.500000e+002								
1.422000e+002	5.200000e+002								
1.412000e+002	5.800000e+002								
1.402000e+002	6.200000e+002								
1.392000e+002	4.100000e+002								
1.382000e+002	5.000000e+002								
1.372000e+002	5.500000e+002								
1.362000e+002	5.900000e+002								
1.352000e+002	6.200000e+002								
1.342000e+002	5.300000e+002								
1.332000e+002	6.000000e+002								
1.322000e+002	5.300000e+002								
1.312000e+002	4.300000e+002								
1.302000e+002	4.700000e+002								
1.292000e+002	5.000000e+002								
1.282000e+002	5.700000e+002								
1.272000e+002	5.000000e+002								
1.262000e+002	5.100000e+002								
1.252000e+002	5.200000e+002								
1.242000e+002	5.200000e+002								
1.232000e+002	4.400000e+002								
1.222000e+002	5.400000e+002								
1.212000e+002	5.100000e+002								
1.202000e+002	6.200000e+002								
1.192000e+002	5.400000e+002								
1.182000e+002	4.100000e+002								
1.172000e+002	4.800000e+002								
1.162000e+002	6.200000e+002								
1.152000e+002	5.700000e+002								
1.142000e+002	5.900000e+002								
1.132000e+002	6.100000e+002								
1.122000e+002	5.900000e+002								
1.112000e+002	5.100000e+002								
1.102000e+002	5.300000e+002								
1.092000e+002	6.500000e+002								
1.082000e+002	5.000000e+002								
1.072000e+002	6.600000e+002								
1.062000e+002	5.900000e+002								
1.052000e+002	5.500000e+002								
1.042000e+002	5.400000e+002								
1.032000e+002	5.400000e+002								
1.022000e+002	6.200000e+002								
1.012000e+002	6.000000e+002								
1.002000e+002	5.600000e+002								
9.920000e+001	5.200000e+002								
9.820000e+001	5.600000e+002								
9.720000e+001	6.200000e+002								
9.620000e+001	5.600000e+002								
9.520000e+001	5.300000e+002								
9.420000e+001	6.700000e+002								
9.320000e+001	5.200000e+002								
9.220000e+001	5.700000e+002								
9.120000e+001	5.300000e+002								
9.020000e+001	5.500000e+002								
8.920000e+001	6.200000e+002								
8.820000e+001	7.000000e+002								
8.720000e+001	5.600000e+002								
8.620000e+001	5.400000e+002								
8.520000e+001	5.000000e+002								
8.420000e+001	4.200000e+002								
8.320000e+001	5.900000e+002								
8.220000e+001	4.400000e+002								
8.120000e+001	5.300000e+002								
8.020000e+001	6.300000e+002								
7.920000e+001	6.300000e+002								
7.820000e+001	5.800000e+002								
7.720000e+001	6.100000e+002								
7.620000e+001	6.300000e+002								
7.520000e+001	6.000000e+002								
7.420000e+001	5.600000e+002								
7.320000e+001	6.100000e+002								
7.220000e+001	5.000000e+002								
7.120000e+001	5.100000e+002								
7.020000e+001	5.100000e+002								
6.920000e+001	7.000000e+002								
6.820000e+001	5.000000e+002								
6.720000e+001	5.100000e+002								
6.620000e+001	6.100000e+002								
6.520000e+001	6.200000e+002								
6.420000e+001	6.700000e+002								
6.320000e+001	4.000000e+002								
6.220000e+001	6.500000e+002								
6.120000e+001	5.200000e+002								
6.020000e+001	5.700000e+002								
5.920000e+001	6.900000e+002								
5.820000e+001	6.200000e+002								
5.720000e+001	5.800000e+002								
5.620000e+001	6.500000e+002								
5.520000e+001	5.600000e+002								
5.420000e+001	4.900000e+002								
5.320000e+001	5.000000e+002								
5.220000e+001	6.600000e+002								
5.120000e+001	7.100000e+002								
5.020000e+001	5.700000e+002								
4.920000e+001	5.600000e+002								
4.820000e+001	6.100000e+002								
4.720000e+001	6.100000e+002								
4.620000e+001	7.600000e+002								
4.520000e+001	5.300000e+002								
4.420000e+001	5.500000e+002								
4.320000e+001	5.600000e+002								
4.220000e+001	5.700000e+002								
4.120000e+001	5.800000e+002								
4.020000e+001	6.300000e+002								
3.920000e+001	4.900000e+002								
3.820000e+001	5.000000e+002								
3.720000e+001	4.000000e+002								
3.620000e+001	4.700000e+002								
3.520000e+001	5.000000e+002								
3.420000e+001	4.700000e+002								
3.320000e+001	4.800000e+002								
3.220000e+001	4.900000e+002								
3.120000e+001	4.700000e+002								
3.020000e+001	8.300000e+002								
2.920000e+001	9.100000e+002								
2.820000e+001	8.700000e+002								
2.720000e+001	1.050000e+003								
2.620000e+001	1.190000e+003								
2.520000e+001	1.280000e+003								
2.420000e+001	1.140000e+003								
2.320000e+001	6.400000e+002								
2.220000e+001	6.300000e+002								
2.120000e+001	4.600000e+002								
2.020000e+001	3.900000e+002								
1.920000e+001	4.700000e+002								
1.820000e+001	4.700000e+002								
1.720000e+001	5.000000e+002								
1.620000e+001	5.000000e+002								
1.520000e+001	5.700000e+002								
1.420000e+001	4.700000e+002								
1.320000e+001	6.500000e+002								
1.220000e+001	6.100000e+002								
1.120000e+001	5.400000e+002								
1.020000e+001	6.300000e+002								
9.200000e+000	4.800000e+002								
8.200000e+000	5.100000e+002								
7.200000e+000	3.600000e+002								
6.200000e+000	3.300000e+002								
5.200000e+000	2.700000e+002								
4.200000e+000	3.200000e+002								
3.200000e+000	1.200000e+002								
2.200000e+000	5.000000e+001								
1.200000e+000	1.000000e+001								
